model,context,mode,dtype,tool,name,calls,cpu_total_us,cuda_total_us
medium,256,train_step,fp32,torch.profiler,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4>(cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align4::Params),168,0,3516.0629999999364
medium,256,train_step,fp32,torch.profiler,autograd::engine::evaluate_function: RsqrtBackward0,49,3486.700999999972,155.4319999999134
medium,256,train_step,fp32,torch.profiler,PowBackward0,49,3430.6089999999676,222.40400000009686
medium,256,train_step,fp32,torch.profiler,cuLaunchKernel,651,3392.797000000218,0
medium,256,train_step,fp32,torch.profiler,aten::div,193,3392.589999999902,745.8340000000371
medium,256,train_step,fp32,torch.profiler,autograd::engine::evaluate_function: TransposeBackward0,289,3251.6749999999447,0
medium,256,train_step,fp32,torch.profiler,aten::masked_fill,48,3197.6579999999485,340.2200000001485
medium,256,train_step,fp32,torch.profiler,aten::sum,170,3184.369000000038,684.2290000001667
medium,256,train_step,fp32,torch.profiler,aten::fill_,315,3172.383000000026,444.35099999998874
medium,256,train_step,fp32,torch.profiler,RsqrtBackward0,49,3161.884999999951,155.4319999999134
medium,256,train_step,fp32,torch.profiler,attention/scores,24,0,3016.7940000000017
medium,256,train_step,fp32,torch.profiler,aten::empty,678,2943.123000000149,0
medium,256,train_step,fp32,torch.profiler,aten::add,193,2822.6209999999874,284.77200000011317
medium,256,train_step,fp32,torch.profiler,aten::stack,48,2726.001000000003,177.00000000002228
medium,256,train_step,fp32,torch.profiler,autograd::engine::evaluate_function: UnsafeViewBackward0,241,2715.9460000001272,0
medium,256,train_step,fp32,torch.profiler,aten::zeros,120,2630.330999999962,168.09499999997206
medium,256,train_step,fp32,torch.profiler,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x256_16x3_nt_align4>(cutlass_80_tensorop_s1688gemm_128x256_16x3_nt_align4::Params),72,0,2598.9579999999405
medium,256,train_step,fp32,torch.profiler,aten::t,507,2596.239999999918,0
medium,256,train_step,fp32,torch.profiler,DivBackward0,48,2554.4019999999873,649.1880000000529
medium,256,train_step,fp32,torch.profiler,aten::item,534,2476.6110000002245,91.90400000000409
medium,256,train_step,fp32,torch.profiler,aten::zero_,194,2328.9790000001713,338.58699999998953
medium,256,train_step,fp32,torch.profiler,attention/value,24,2291.7599999999957,137.69600000000173
medium,256,train_step,fp32,torch.profiler,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,219,2203.3329999998386,0
medium,256,train_step,fp32,torch.profiler,autograd::engine::evaluate_function: ClampMinBackward0,24,2173.5990000000165,88.34999999984575
medium,256,train_step,fp32,torch.profiler,aten::view,993,2148.2119999998686,0
medium,256,train_step,fp32,torch.profiler,autograd::engine::evaluate_function: MaxBackward0,24,2130.352000000028,276.4899999999616
medium,256,train_step,fp32,torch.profiler,autograd::engine::evaluate_function: SubBackward0,72,2115.8610000000626,223.905000000188
medium,256,train_step,fp32,torch.profiler,aten::cat,48,2055.372000000017,177.00000000002228
medium,256,train_step,fp32,torch.profiler,aten::scalar_tensor,96,2052.800999999832,84.22499999999127
medium,256,train_step,fp32,torch.profiler,aten::isfinite,24,2046.836000000003,98.28100000001905
medium,256,train_step,fp32,torch.profiler,cudaMemcpyAsync,193,2023.0779999999995,0
medium,256,train_step,fp32,torch.profiler,Activity Buffer Request,1,1964.0810000000001,3.1359999999999673
medium,256,train_step,fp32,torch.profiler,autograd::engine::evaluate_function: MaskedFillBackward0,24,1961.455999999962,171.2640000001411
medium,256,train_step,fp32,torch.profiler,TransposeBackward0,289,1905.9520000000484,0
medium,256,train_step,fp32,torch.profiler,aten::as_strided,2240,1905.3169999998513,0
medium,256,train_step,fp32,torch.profiler,autograd::engine::evaluate_function: MeanBackward1,49,1900.8160000000353,90.78599999999278
medium,256,train_step,fp32,torch.profiler,ClampMinBackward0,24,1891.1619999999675,88.34999999984575
medium,256,train_step,fp32,torch.profiler,aten::is_nonzero,96,1857.4410000000134,91.90400000000409
medium,256,train_step,fp32,torch.profiler,MaskedFillBackward0,24,1742.9790000000066,171.2640000001411
medium,256,train_step,fp32,torch.profiler,aten::max,72,1732.8660000000068,193.97999999999683
medium,256,train_step,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul>)",388,0,1636.6920000000082
medium,256,train_step,fp32,torch.profiler,aten::_local_scalar_dense,534,1625.6459999998337,91.90400000000409
medium,256,train_step,fp32,torch.profiler,MeanBackward1,49,1605.2589999999764,90.78599999999278
medium,256,train_step,fp32,torch.profiler,aten::empty_like,219,1567.1110000000226,0
medium,256,train_step,fp32,torch.profiler,aten::expand,314,1526.0590000000866,0
medium,256,train_step,fp32,torch.profiler,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_128x64_16x6_tn_align4::Params),48,0,1519.466999999997
medium,256,train_step,fp32,torch.profiler,aten::zeros_like,72,1516.4630000000343,140.95600000001014
medium,256,train_step,fp32,torch.profiler,UnsafeViewBackward0,241,1506.109999999826,0
medium,256,train_step,fp32,torch.profiler,MaxBackward0,24,1478.7249999999913,183.36399999995774
medium,256,train_step,fp32,torch.profiler,aten::neg,96,1419.9879999999393,224.35200000008626
medium,256,train_step,fp32,torch.profiler,aten::value_selecting_reduction_backward,24,1376.040999999983,183.36399999995774
medium,256,train_step,fp32,torch.profiler,torch::autograd::AccumulateGrad,219,1298.5589999999356,0
medium,256,train_step,fp32,torch.profiler,aten::slice,288,1266.7959999999862,0
medium,256,train_step,fp32,torch.profiler,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",580,0,1236.351999999897
medium,256,train_step,fp32,torch.profiler,SubBackward0,72,1213.7379999998811,151.29800000008254
medium,256,train_step,fp32,torch.profiler,aten::ge,72,1176.7859999999891,78.42799999999306
medium,256,train_step,fp32,torch.profiler,aten::empty_strided,292,1165.2720000000263,0
medium,256,train_step,fp32,torch.profiler,aten::min,48,1145.7010000000264,100.35200000003942
medium,256,train_step,fp32,torch.profiler,aten::sub,72,1098.640000000008,152.86000000000513
medium,256,train_step,fp32,torch.profiler,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x128_32x3_tn_align4>(cutlass_80_tensorop_s1688gemm_64x128_32x3_tn_align4::Params),96,0,1078.2510000000016
medium,256,train_step,fp32,torch.profiler,aten::flatten,74,1073.8289999999874,49.252000000022235
medium,256,train_step,fp32,torch.profiler,aten::abs,48,1071.8869999999906,48.9640000000345
medium,256,train_step,fp32,torch.profiler,aten::square,49,1067.986999999997,66.97799999997233
medium,256,train_step,fp32,torch.profiler,autograd::engine::evaluate_function: SigmoidBackward0,24,1022.4619999999559,199.74399999997695
medium,256,train_step,fp32,torch.profiler,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x64_16x6_nt_align4>(cutlass_80_tensorop_s1688gemm_128x64_16x6_nt_align4::Params),96,0,1012.0059999999503
medium,256,train_step,fp32,torch.profiler,aten::masked_fill_,48,947.4499999999871,187.8400000001111
medium,256,train_step,fp32,torch.profiler,autograd::engine::evaluate_function: StackBackward0,48,939.7480000000069,0
medium,256,train_step,fp32,torch.profiler,aten::mean,49,936.8699999999994,162.3369999999868
medium,256,train_step,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>)",505,0,914.3129999999801
medium,256,train_step,fp32,torch.profiler,autograd::engine::evaluate_function: SumBackward1,24,904.6370000000024,90.68699999991804
medium,256,train_step,fp32,torch.profiler,autograd::engine::evaluate_function: AddBackward0,145,854.8789999999426,0
medium,256,train_step,fp32,torch.profiler,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x128_32x3_tn_align4>(cutlass_80_tensorop_s1688gemm_128x128_32x3_tn_align4::Params),24,0,829.4829999999929
medium,256,train_step,fp32,torch.profiler,aten::lt,48,774.9969999999885,57.28599999998869
medium,256,train_step,fp32,torch.profiler,aten::rsqrt,49,742.3249999999844,55.391999999993004
medium,256,train_step,fp32,torch.profiler,aten::detach,219,703.4999999999127,0
medium,256,train_step,fp32,torch.profiler,"void cublasLt::splitKreduce_kernel<32, 16, int, float, float, float, float, false, float, float, float, true, false, false>(cublasLt::cublasSplitKParams<float>, float const*, float const*, float*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*, float*, float*, float const*, float const*, float const*, float const*, float const*)",265,0,690.4699999998884
medium,256,train_step,fp32,torch.profiler,aten::resize_,195,674.6119999998728,0
medium,256,train_step,fp32,torch.profiler,StackBackward0,48,661.4609999999666,0
medium,256,train_step,fp32,torch.profiler,aten::_unsafe_view,313,649.162999999885,0
medium,256,train_step,fp32,torch.profiler,autograd::engine::evaluate_function: ExpBackward0,24,646.498999999967,143.32999999994354
medium,256,train_step,fp32,torch.profiler,autograd::engine::evaluate_function: ReshapeAliasBackward0,48,592.7769999999582,0
medium,256,train_step,fp32,torch.profiler,aten::scatter_,24,587.2399999999616,124.41799999999057
medium,256,train_step,fp32,torch.profiler,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})",288,0,547.6919999999595
medium,256,train_step,fp32,torch.profiler,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1}>(at::TensorIteratorBase&, at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1}>(at::TensorIteratorBase&, at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1} const&)::{lambda(int)#1})",144,0,522.5279999998183
medium,256,train_step,fp32,torch.profiler,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1})",96,0,504.96300000000156
medium,256,train_step,fp32,torch.profiler,SigmoidBackward0,24,501.0940000000264,100.8639999999723
medium,256,train_step,fp32,torch.profiler,autograd::engine::evaluate_function: ExpandBackward0,96,489.4019999999582,0
medium,256,train_step,fp32,torch.profiler,aten::select,96,478.74500000005355,0
medium,256,train_step,fp32,torch.profiler,aten::ones,24,478.0049999999919,20.643000000007305
medium,256,train_step,fp32,torch.profiler,ExpBackward0,24,474.56199999997625,143.32999999994354
medium,256,train_step,fp32,torch.profiler,aten::unsqueeze,120,465.6650000000395,0
medium,256,train_step,fp32,torch.profiler,aten::narrow,96,455.87700000000086,0
medium,256,train_step,fp32,torch.profiler,aten::ne,24,428.94600000001446,24.707000000002154
medium,256,train_step,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>)",291,0,423.70799999998144
medium,256,train_step,fp32,torch.profiler,aten::gt,24,416.6980000000149,25.377999999992426
medium,256,train_step,fp32,torch.profiler,aten::sigmoid,24,415.96199999999953,76.86399999998775
medium,256,train_step,fp32,torch.profiler,aten::clamp_min,24,410.83100000000195,25.505000000012842
medium,256,train_step,fp32,torch.profiler,optimizer/zero_grad,1,403.72,0
medium,256,train_step,fp32,torch.profiler,aten::unflatten,72,402.6310000000108,0
medium,256,train_step,fp32,torch.profiler,aten::sigmoid_backward,24,397.2729999999865,100.8639999999723
medium,256,train_step,fp32,torch.profiler,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4>)",121,0,395.6530000001512
medium,256,train_step,fp32,torch.profiler,aten::bitwise_not,24,393.32699999999386,24.16299999999228
medium,256,train_step,fp32,torch.profiler,aten::exp,24,390.72200000001703,73.72899999998481
medium,256,train_step,fp32,torch.profiler,cudaStreamSynchronize,96,379.680000000008,0
medium,256,train_step,fp32,torch.profiler,Optimizer.zero_grad#AdamW.zero_grad,1,376.32300000000004,0
medium,256,train_step,fp32,torch.profiler,ReshapeAliasBackward0,48,352.2920000000595,0
medium,256,train_step,fp32,torch.profiler,aten::tril,24,351.81199999999717,44.801000000000386
medium,256,train_step,fp32,torch.profiler,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_16x6_nt_align4>(cutlass_80_tensorop_s1688gemm_64x64_16x6_nt_align4::Params),48,0,333.25199999999313
medium,256,train_step,fp32,torch.profiler,aten::eq,24,324.0909999999949,24.995999999999185
medium,256,train_step,fp32,torch.profiler,aten::_reshape_alias,96,318.59299999996074,0
medium,256,train_step,fp32,torch.profiler,detach,219,308.3340000002645,0
medium,256,train_step,fp32,torch.profiler,"void at::native::reduce_kernel<128, 4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4>)",49,0,288.5760000000155
medium,256,train_step,fp32,torch.profiler,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4>(cutlass_80_tensorop_s1688gemm_64x64_16x6_tn_align4::Params),48,0,279.7430000000859
medium,256,train_step,fp32,torch.profiler,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_64x64_16x6_nn_align4>(cutlass_80_tensorop_s1688gemm_64x64_16x6_nn_align4::Params),48,0,278.4979999999978
medium,256,train_step,fp32,torch.profiler,SumBackward1,24,260.0600000000268,0
medium,256,train_step,fp32,torch.profiler,cudaDeviceGetAttribute,651,254.05799999997635,0
medium,256,train_step,fp32,torch.profiler,Memcpy DtoD (Device -> Device),97,0,230.62200000016674
medium,256,train_step,fp32,torch.profiler,autograd::engine::evaluate_function: IndexBackward0,1,197.18700000000536,36.76799999998184
medium,256,train_step,fp32,torch.profiler,IndexBackward0,1,190.63199999998324,36.76799999998184
medium,256,train_step,fp32,torch.profiler,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1}>(at::TensorIteratorBase&, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1}>(at::TensorIteratorBase&, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1} const&)::{lambda(int)#1})",48,0,187.8400000001111
medium,256,train_step,fp32,torch.profiler,aten::result_type,1461,183.44100000063645,0
medium,256,train_step,fp32,torch.profiler,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",48,0,181.14999999992415
medium,256,train_step,fp32,torch.profiler,aten::to,416,172.3359999997847,0
medium,256,train_step,fp32,torch.profiler,autograd::engine::evaluate_function: NllLossBackward0,1,169.89899999999034,7.807999999989988
medium,256,train_step,fp32,torch.profiler,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4>)",49,0,162.3369999999868
medium,256,train_step,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)",48,0,150.08500000004278
medium,256,train_step,fp32,torch.profiler,aten::_index_put_impl_,1,147.92800000001444,12.415999999968335
medium,256,train_step,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",48,0,145.44000000000233
medium,256,train_step,fp32,torch.profiler,attention/value,24,0,137.69600000000173
medium,256,train_step,fp32,torch.profiler,loss,1,135.528999999995,14.239999999997963
medium,256,train_step,fp32,torch.profiler,aten::arange,4,129.83899999997402,3.90400000000227
medium,256,train_step,fp32,torch.profiler,"void at::native::vectorized_gather_kernel<16, long>(char*, char*, long*, int, long, long, long, long, bool)",97,0,127.48399999999174
medium,256,train_step,fp32,torch.profiler,"void at::native::_scatter_gather_elementwise_kernel<128, 8, at::native::_cuda_scatter_gather_internal_kernel<true, at::native::OpaqueType<4>, long>::operator()<at::native::TensorAssign>(at::TensorIterator&, long, long, long, at::native::TensorAssign const&)::{lambda(int)#1}>(int, at::native::_cuda_scatter_gather_internal_kernel<true, at::native::OpaqueType<4>, long>::operator()<at::native::TensorAssign>(at::TensorIterator&, long, long, long, at::native::TensorAssign const&)::{lambda(int)#1})",24,0,124.41799999999057
medium,256,train_step,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)",98,0,118.84799999996903
medium,256,train_step,fp32,torch.profiler,NllLossBackward0,1,117.8969999999972,7.807999999989988
medium,256,train_step,fp32,torch.profiler,AddBackward0,145,116.66400000007707,0
medium,256,train_step,fp32,torch.profiler,autograd::engine::evaluate_function: CloneBackward0,24,113.11999999996624,0
medium,256,train_step,fp32,torch.profiler,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_256x128_16x3_tn_align4>(cutlass_80_tensorop_s1688gemm_256x128_16x3_tn_align4::Params),1,0,109.56899999999587
medium,256,train_step,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::compare_scalar_kernel<long>(at::TensorIteratorBase&, at::native::(anonymous namespace)::OpType, long)::{lambda(long)#1}, std::array<char*, 2ul> >(int, at::native::compare_scalar_kernel<long>(at::TensorIteratorBase&, at::native::(anonymous namespace)::OpType, long)::{lambda(long)#1}, std::array<char*, 2ul>)",96,0,106.81999999996697
medium,256,train_step,fp32,torch.profiler,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MaxOps<float>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::MaxOps<float>, unsigned int, float, 4, 4>)",24,0,103.96699999999328
medium,256,train_step,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::sigmoid_backward_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}, std::array<char*, 3ul> >(int, at::native::sigmoid_backward_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float, float)#1}, std::array<char*, 3ul>)",24,0,100.8639999999723
medium,256,train_step,fp32,torch.profiler,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<long, at::native::func_wrapper_t<long, at::native::MinNanFunctor<long> >, unsigned int, long, 4, 4> >(at::native::ReduceOp<long, at::native::func_wrapper_t<long, at::native::MinNanFunctor<long> >, unsigned int, long, 4, 4>)",48,0,100.35200000003942
medium,256,train_step,fp32,torch.profiler,Memcpy DtoH (Device -> Pinned),96,0,91.90400000000409
medium,256,train_step,fp32,torch.profiler,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",49,0,90.78599999999278
medium,256,train_step,fp32,torch.profiler,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<long, at::native::func_wrapper_t<long, at::native::MaxNanFunctor<long> >, unsigned int, long, 4, 4> >(at::native::ReduceOp<long, at::native::func_wrapper_t<long, at::native::MaxNanFunctor<long> >, unsigned int, long, 4, 4>)",48,0,90.01300000000356
medium,256,train_step,fp32,torch.profiler,aten::nll_loss_backward,1,88.15899999999965,7.807999999989988
medium,256,train_step,fp32,torch.profiler,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x128_16x5_nt_align4>(cutlass_80_tensorop_s1688gemm_128x128_16x5_nt_align4::Params),1,0,85.47299999999814
medium,256,train_step,fp32,torch.profiler,aten::cross_entropy_loss,1,83.80400000000373,14.239999999997963
medium,256,train_step,fp32,torch.profiler,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})",48,0,78.91200000008394
medium,256,train_step,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::sigmoid_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::sigmoid_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",24,0,76.86399999998775
medium,256,train_step,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::exp_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::exp_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",24,0,73.72899999998481
medium,256,train_step,fp32,torch.profiler,ExpandBackward0,96,70.72000000008848,0
medium,256,train_step,fp32,torch.profiler,void cutlass::Kernel2<cutlass_80_tensorop_s1688gemm_128x128_32x3_nn_align4>(cutlass_80_tensorop_s1688gemm_128x128_32x3_nn_align4::Params),1,0,70.33600000001024
medium,256,train_step,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#1}, std::array<char*, 2ul>)",49,0,66.97799999997233
medium,256,train_step,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",49,0,55.391999999993004
medium,256,train_step,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::compare_scalar_kernel<float>(at::TensorIteratorBase&, at::native::(anonymous namespace)::OpType, float)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::compare_scalar_kernel<float>(at::TensorIteratorBase&, at::native::(anonymous namespace)::OpType, float)::{lambda(float)#1}, std::array<char*, 2ul>)",48,0,54.27200000000721
